date,symbol,entry_ts,exit_ts,entry_px,exit_px,shares,position_usd,pnl,ret_pct,equity_after,rvol
2025-11-19,WSHP,2025-11-19 15:55:27,2025-11-19 20:50:00,48.9435,203.49,408.6344,20000.0,63150.98,315.7651,4186081.02,1.71
2025-11-20,SGBX,2025-11-20 14:45:14,2025-11-20 20:50:00,7.839,3.9701,2551.3458,20000.0,-9883.79,-49.3551,4176171.4,1.09
2025-11-20,SGBX,2025-11-20 14:57:18,2025-11-20 20:50:00,7.648,3.9701,2615.0457,20000.0,-9631.21,-48.0907,4166540.19,1.09
2025-11-24,CJET,2025-11-24 15:00:17,2025-11-24 20:50:00,2.7438,1.2883,7289.2925,20000.0,-10645.86,-53.0471,4144683.93,1.28
2025-11-24,INHD,2025-11-24 14:46:25,2025-11-24 20:50:00,26.532,11.7186,753.8067,20000.0,-11170.19,-55.8321,4155329.79,1.06
2025-11-26,SMX,2025-11-26 15:43:56,2025-11-26 20:50:00,45.7844,75.2513,436.8302,20000.0,12869.85,64.3602,4177374.83,4.41
2025-11-26,SMX,2025-11-26 15:54:37,2025-11-26 20:50:00,48.6306,75.2513,411.2633,20000.0,10946.04,54.7405,4188320.88,11.71
2025-11-26,SMX,2025-11-26 15:38:32,2025-11-26 20:50:00,37.7857,75.2513,529.3009,20000.0,19827.94,99.1529,4164504.98,16.87
2025-12-01,FLYE,2025-12-01 15:12:27,2025-12-01 20:50:00,6.9747,12.9775,2867.5068,20000.0,17198.66,86.065,4232415.41,1.77
2025-12-01,FLYE,2025-12-01 14:44:34,2025-12-01 20:50:00,5.5275,12.9775,3618.2723,20000.0,26937.95,134.7802,4215216.75,1.02
2025-12-01,FLYE,2025-12-01 15:41:13,2025-12-01 20:50:00,10.3716,12.9775,1928.3428,20000.0,5015.38,25.1251,4237430.79,3.7
2025-12-05,TGL,2025-12-05 14:46:34,2025-12-05 20:50:00,8.643,26.0814,2314.0113,20000.0,40341.16,201.7637,4277760.38,8.02
2025-12-09,AFJK,2025-12-09 15:06:17,2025-12-09 20:50:00,12.9343,80.7974,1546.2702,20000.0,104926.88,524.6731,4382667.93,1.17
2025-12-09,AFJK,2025-12-09 15:29:31,2025-12-09 20:50:00,16.08,80.7974,1243.7811,20000.0,80488.06,402.4714,4463155.99,1.35
2025-12-09,AFJK,2025-12-09 15:35:19,2025-12-09 20:50:00,18.5925,80.7974,1075.7026,20000.0,66908.59,334.5699,4530064.59,2.08
2025-12-10,BBGI,2025-12-10 14:51:01,2025-12-10 20:50:00,8.5425,18.5834,2341.235,20000.0,23496.46,117.5408,4553513.76,1.09
2025-12-10,BBGI,2025-12-10 14:56:41,2025-12-10 20:50:00,9.658,18.5834,2070.8114,20000.0,18472.41,92.4138,4571986.18,1.18
2025-12-10,CHOW,2025-12-10 15:11:37,2025-12-10 20:50:00,12.0801,1.9352,1655.6154,20000.0,-16804.41,-83.9807,4555181.76,1.27
2025-12-10,CHOW,2025-12-10 15:17:08,2025-12-10 20:50:00,12.06,1.9352,1658.3748,20000.0,-16799.09,-83.954,4538382.68,1.44
2025-12-10,BBGI,2025-12-10 15:45:56,2025-12-10 20:50:00,11.5575,18.5834,1730.478,20000.0,12149.56,60.791,4550532.23,1.38
2025-12-16,MGRT,2025-12-16 15:42:35,2025-12-16 20:50:00,5.1958,5.4464,3849.2258,20000.0,944.98,4.8212,4551457.97,5.44
2025-12-17,PCSA,2025-12-17 15:13:36,2025-12-17 20:50:00,7.9596,6.0848,2512.6891,20000.0,-4723.23,-23.5533,4546707.65,7.66
2025-12-17,PCSA,2025-12-17 15:51:15,2025-12-17 20:50:00,6.8842,6.0848,2905.1821,20000.0,-2336.93,-11.612,4544370.73,1.27
2025-12-18,MGRT,2025-12-18 15:56:45,2025-12-18 20:50:00,9.5073,8.2294,2103.6467,20000.0,-2698.82,-13.4415,4541661.39,2.42
2025-12-22,FJET,2025-12-22 14:44:42,2025-12-22 20:50:00,10.1505,28.9973,1970.3463,20000.0,37124.92,185.6739,4578767.7,2.24
2025-12-22,FJET,2025-12-22 15:56:57,2025-12-22 20:50:00,11.4208,28.9973,1751.1877,20000.0,30771.0,153.8988,4609538.7,1.33
2025-12-26,ASPC,2025-12-26 15:06:15,2025-12-26 20:50:00,30.6198,26.1944,653.1713,20000.0,-2893.87,-14.453,4605787.66,1.76
2025-12-26,ASPC,2025-12-26 14:52:04,2025-12-26 20:50:00,28.6123,26.1944,698.9989,20000.0,-1693.67,-8.4509,4607834.29,3.68
2025-12-26,ASPC,2025-12-26 14:58:38,2025-12-26 20:50:00,25.125,26.1944,796.0199,20000.0,847.24,4.2561,4608681.53,1.03
2026-01-08,ERAS,2026-01-08 15:42:51,2026-01-08 20:50:00,5.0652,6.1148,3948.5114,20000.0,4124.52,20.7213,4609892.44,2.17
2026-01-12,EVTV,2026-01-12 15:29:05,2026-01-12 20:50:00,1.4874,2.2544,13446.2821,20000.0,10245.39,51.5631,4620070.6,1.85
2026-01-15,MLEC,2026-01-15 15:21:29,2026-01-15 20:50:00,3.7888,7.8404,5278.6466,20000.0,21360.04,106.9322,4641404.25,1.34
2026-01-20,SEGG,2026-01-20 14:42:59,2026-01-20 20:50:00,1.3473,1.7918,14844.4708,20000.0,6524.24,32.9923,4647854.26,1.9
2026-01-29,TCGL,2026-01-29 15:03:54,2026-01-29 20:50:00,9.6982,90.6728,2062.2277,20000.0,166977.55,834.9393,4814790.6,2.88
2026-01-29,NNNN,2026-01-29 15:33:26,2026-01-29 20:50:00,20.904,28.728,956.7547,20000.0,7480.86,37.4282,4822271.47,11.33
2026-01-29,ANL,2026-01-29 15:47:49,2026-01-29 20:50:00,3.829,6.5137,5223.2277,20000.0,13996.29,70.112,4836267.76,2.23
2026-01-30,ELPW,2026-01-30 15:04:08,2026-01-30 20:50:00,43.2552,1170.666,462.3722,20000.0,521281.05,2606.4168,5357544.49,1.51
2026-01-30,ELPW,2026-01-30 15:36:32,2026-01-30 20:50:00,129.444,1170.666,154.507,20000.0,160875.05,804.3803,5518419.55,5.49
2026-01-30,ELPW,2026-01-30 15:41:57,2026-01-30 20:50:00,151.152,1170.666,132.3171,20000.0,134898.17,674.4959,5653317.72,3.91
2026-02-04,PHOE,2026-02-04 14:51:26,2026-02-04 20:50:00,24.8938,18.9725,803.4113,20000.0,-4761.34,-23.7866,5648552.37,7.26
2026-02-11,NCI,2026-02-11 15:02:43,2026-02-11 20:50:00,1.0045,2.6434,19910.4527,20000.0,32531.24,163.154,5680885.54,1.68
2026-02-11,NCI,2026-02-11 15:07:58,2026-02-11 20:50:00,1.0151,2.6434,19703.4629,20000.0,31985.12,160.4182,5712870.66,4.66
2026-02-26,CZR,2026-02-26 15:38:51,2026-02-26 20:50:00,21.9894,24.2891,909.5291,20000.0,2087.12,10.4583,5714953.24,2.79
2026-03-03,BRAI,2026-03-03 14:55:14,2026-03-03 20:50:00,18.0297,28.1694,1109.2808,20000.0,11242.23,56.2389,5726184.44,1.8
2026-03-03,BRAI,2026-03-03 14:58:17,2026-03-03 20:50:00,18.2508,28.1694,1095.8424,20000.0,10863.74,54.3461,5737048.18,1.44
2026-03-09,GSIW,2026-03-09 13:46:36,2026-03-09 19:50:00,9.7334,34.9125,2054.7752,20000.0,51727.06,258.6867,5788733.85,2.66
2026-03-09,GSIW,2026-03-09 14:00:32,2026-03-09 19:50:00,10.7535,34.9125,1859.8596,20000.0,44923.05,224.6617,5833656.9,5.14
2026-03-09,GSIW,2026-03-09 14:08:34,2026-03-09 19:50:00,10.7535,34.9125,1859.8596,20000.0,44923.05,224.6617,5878579.95,12.14
2026-03-09,GSIW,2026-03-09 14:55:14,2026-03-09 19:50:00,15.075,34.9125,1326.6998,20000.0,26311.77,131.592,5904891.72,2.23
2026-03-09,GSIW,2026-03-09 15:09:54,2026-03-09 19:50:00,16.9845,34.9125,1177.5442,20000.0,21105.13,105.5551,5925996.85,3.98
2026-03-11,AMCI,2026-03-11 15:58:18,2026-03-11 19:50:00,7.236,7.3017,2763.958,20000.0,167.77,0.908,5926150.8,2.14
2026-03-16,WNW,2026-03-16 15:21:58,2026-03-16 19:50:00,552.6294,214.4625,36.1906,20000.0,-12239.47,-61.1923,5913902.04,1.19
2026-03-16,LNZA,2026-03-16 15:27:49,2026-03-16 19:50:00,12.06,13.3765,1658.3748,20000.0,2174.92,10.916,5916076.96,1.64
2026-03-23,VRM,2026-03-23 15:04:43,2026-03-23 19:50:00,13.7182,12.8079,1457.9119,20000.0,-1334.5,-6.6361,5914735.17,4.02
2026-03-25,UGRO,2026-03-25 15:46:45,2026-03-25 19:50:00,15.0951,36.2092,1324.9333,20000.0,27968.21,139.8742,6212452.61,2.84
2026-03-25,UGRO,2026-03-25 15:36:05,2026-03-25 19:50:00,15.0348,36.2092,1330.2472,20000.0,28160.6,140.8363,6184484.39,1.77
2026-03-25,UGRO,2026-03-25 15:28:53,2026-03-25 19:50:00,13.4569,36.2092,1486.2209,20000.0,33807.51,169.0747,6156323.79,2.49
2026-03-25,UGRO,2026-03-25 15:08:09,2026-03-25 19:50:00,11.2811,36.2092,1772.8728,20000.0,44185.53,220.972,6122516.28,1.43
2026-03-25,UGRO,2026-03-25 14:57:50,2026-03-25 19:50:00,11.0851,36.2092,1804.2155,20000.0,45320.27,226.6465,6078330.75,4.0
2026-03-25,UGRO,2026-03-25 14:45:12,2026-03-25 19:50:00,9.4929,36.2092,2106.8314,20000.0,56276.25,281.4339,6033010.48,1.06
2026-03-25,UGRO,2026-03-25 14:34:30,2026-03-25 19:50:00,8.8239,36.2092,2266.5715,20000.0,62059.52,310.3543,5976734.23,2.73
2026-03-27,ARTL,2026-03-27 13:58:08,2026-03-27 19:50:00,12.06,10.9326,1658.3748,20000.0,-1877.94,-9.3483,6210566.37,1.55
2026-04-01,SST,2026-04-01 14:19:11,2026-04-01 19:50:00,3.226,5.2718,6199.5319,20000.0,12651.62,63.4131,6223186.99,1.49
2026-04-09,AFJK,2026-04-09 14:55:05,2026-04-09 19:50:00,50.2751,65.7452,397.811,20000.0,6152.19,30.7709,6229320.41,25.2
2026-04-09,BBGI,2026-04-09 15:47:15,2026-04-09 19:50:00,5.9596,10.9726,3355.9018,20000.0,16806.19,84.1148,6246126.6,1.48
2026-04-13,RMSG,2026-04-13 15:55:24,2026-04-13 19:50:00,1.5376,2.3941,13006.8611,20000.0,11074.69,55.6986,6257136.25,2.2
2026-04-14,SNAL,2026-04-14 13:57:33,2026-04-14 19:50:00,1.1156,1.9152,17928.3761,20000.0,14246.78,71.6821,6271293.4,1.14
2026-04-16,ONFO,2026-04-16 14:00:07,2026-04-16 19:50:00,1.417,1.6309,14113.828,20000.0,2947.85,15.0921,6274170.68,2.44
2026-05-08,ANPA,2026-05-08 16:07:13,2026-05-08 19:50:00,8.04,7.0723,2487.5622,20000.0,-2419.71,-12.0364,6239463.83,14.87
2026-05-08,ANPA,2026-05-08 15:55:07,2026-05-08 19:50:00,8.5023,7.0723,2352.3047,20000.0,-3375.62,-16.8193,6241883.55,13.57
2026-05-08,ANPA,2026-05-08 15:54:24,2026-05-08 19:50:00,9.447,7.0723,2117.0742,20000.0,-5038.05,-25.1373,6245259.16,13.5
2026-05-08,AEHL,2026-05-08 15:50:37,2026-05-08 19:50:00,2.01,1.2269,9950.2488,20000.0,-7841.54,-38.959,6250297.22,2.41
2026-05-08,STFS,2026-05-08 15:37:09,2026-05-08 19:50:00,8.844,10.2743,2261.4202,20000.0,3223.09,16.172,6258138.76,2.75
2026-05-08,ANPA,2026-05-08 16:16:06,2026-05-08 19:50:00,7.1355,7.0723,2802.887,20000.0,-191.23,-0.8861,6239272.61,7.41
2026-05-08,STFS,2026-05-08 15:24:17,2026-05-08 19:50:00,11.3263,10.2743,1765.7939,20000.0,-1866.62,-9.289,6254820.96,3.22
2026-05-08,STFS,2026-05-08 15:17:40,2026-05-08 19:50:00,11.5675,10.2743,1728.9746,20000.0,-2244.73,-11.1804,6256687.58,4.72
2026-05-08,AEHL,2026-05-08 14:40:15,2026-05-08 19:50:00,1.6683,1.2269,11988.2515,20000.0,-5351.26,-26.4566,6258932.31,1.37
2026-05-08,NEPH,2026-05-08 14:02:26,2026-05-08 19:50:00,3.7587,3.3815,5320.9886,20000.0,-2033.55,-10.0347,6264283.57,19.19
2026-05-08,PHOE,2026-05-08 13:53:34,2026-05-08 19:50:00,40.0191,24.7829,499.7614,20000.0,-7616.97,-38.0724,6266317.12,3.32
2026-05-08,STFS,2026-05-08 15:30:40,2026-05-08 19:50:00,10.2208,10.2743,1956.7844,20000.0,94.71,0.5225,6254915.67,1.62
2026-05-08,STFS,2026-05-08 18:07:49,2026-05-08 19:50:00,9.5877,10.2743,2086.006,20000.0,1421.72,7.1607,6240694.33,4.48
