date,symbol,entry_ts,exit_ts,entry_px,exit_px,shares,position_usd,pnl,ret_pct,equity_after,rvol
2021-12-22,ENSC,2021-12-22 15:14:29,2021-12-22 20:50:00,11107.26,18673.2,0.0068,75.18,50.21,68.1171,1599.54,2.42
2021-12-22,ENSC,2021-12-22 15:41:01,2021-12-22 20:50:00,11597.8608,18673.2,0.0065,75.13,44.83,61.0056,1644.37,4.66
2022-04-12,LIXT,2022-04-12 13:53:41,2022-04-12 19:50:00,41.808,19.152,1.9666,82.22,-45.55,-54.1906,1597.82,1.57
2022-04-21,SWVL,2022-04-21 15:32:28,2022-04-21 19:50:00,188.4375,154.1836,0.424,79.89,-15.52,-18.1779,1581.3,2.71
2022-04-27,OST,2022-04-27 15:16:47,2022-04-27 19:50:00,5502.375,8069.0019,0.0144,79.06,35.88,46.6458,1615.18,4.39
2022-04-27,OST,2022-04-27 15:22:03,2022-04-27 19:50:00,5273.7375,8069.0019,0.015,79.01,40.88,53.0035,1656.06,5.69
2022-05-02,CETXP,2022-05-02 15:40:07,2022-05-02 19:50:00,1.5642,0.9997,52.9368,82.8,-30.88,-36.0884,1623.17,32.81
2022-05-02,SOUN,2022-05-02 15:59:37,2022-05-02 19:50:00,11.0085,9.2668,7.5172,82.75,-14.09,-15.8214,1609.08,1.16
2022-05-10,BWV,2022-05-10 13:55:51,2022-05-10 19:50:00,4.9798,5.0183,16.1562,80.45,-0.38,0.7741,1607.71,3.28
2022-05-11,PEAR,2022-05-11 16:00:33,2022-05-11 19:50:00,4.4622,4.4489,18.0147,80.39,-1.24,-0.2992,1605.46,1.53
2022-05-18,BGXX,2022-05-18 15:45:29,2022-05-18 19:50:00,29.4465,48.5683,2.7244,80.22,51.09,64.9373,1746.94,2.21
2022-05-18,BGXX,2022-05-18 15:16:05,2022-05-18 19:50:00,22.4517,48.5683,3.5754,80.27,92.38,116.3234,1695.84,1.2
2022-05-25,ENOB,2022-05-25 14:07:03,2022-05-25 19:50:00,6.0149,3.5511,14.5217,87.35,-36.78,-40.9619,1709.16,6.72
2022-06-10,AFRI,2022-06-10 14:51:17,2022-06-10 19:50:00,11.055,8.8478,7.7302,85.46,-18.06,-19.9654,1690.1,3.24
2022-06-13,BLTE,2022-06-13 13:55:28,2022-06-13 19:50:00,19.7985,22.5933,4.2682,84.5,10.93,14.1161,1700.02,1.11
2022-06-22,PEV,2022-06-22 15:40:01,2022-06-22 19:50:00,5.5878,5.586,15.2119,85.0,-1.03,-0.0322,1698.0,1.07
2022-07-14,GRRR,2022-07-14 15:58:55,2022-07-14 19:50:00,268.8375,274.3125,0.3158,84.9,0.73,2.0365,1697.73,5.16
2022-07-20,NEWR,2022-07-20 15:07:44,2022-07-20 19:50:00,54.7624,61.3263,1.5501,84.89,9.17,11.986,1705.9,2.25
2022-07-21,ADXN,2022-07-21 14:53:37,2022-07-21 19:50:00,44.421,41.6955,1.9202,85.29,-6.23,-6.1356,1698.67,1.64
2022-07-22,HKD,2022-07-22 15:21:13,2022-07-22 19:50:00,24.1099,62.0924,3.5228,84.93,132.8,157.5384,1830.47,1.18
2022-07-29,MGAM,2022-07-29 14:41:04,2022-07-29 19:50:00,4.8441,10.3341,18.8938,91.52,102.73,113.3337,1932.2,17.23
2022-08-01,LTRPB,2022-08-01 14:14:43,2022-08-01 19:50:00,23.9183,59.0919,4.0392,96.61,141.07,147.0573,2069.27,2.91
2022-08-01,LTRPB,2022-08-01 14:53:15,2022-08-01 19:50:00,22.9624,59.0919,4.2051,96.56,150.93,157.3415,2220.2,1.2
2022-08-01,LTRPB,2022-08-01 15:02:57,2022-08-01 19:50:00,23.042,59.0919,4.1884,96.51,149.99,156.4526,2370.19,1.32
2022-08-01,QRTEB,2022-08-01 15:59:39,2022-08-01 19:50:00,4.819,20.4488,20.0167,96.46,311.86,324.3382,2682.04,5.17
2022-08-02,APDN,2022-08-02 14:30:26,2022-08-02 19:50:00,2150.7,3301.725,0.0623,134.05,70.74,53.5186,2858.44,1.95
2022-08-02,APDN,2022-08-02 14:40:39,2022-08-02 19:50:00,2326.575,3301.725,0.0576,134.0,55.17,41.9135,2913.61,1.97
2022-08-02,APDN,2022-08-02 13:51:38,2022-08-02 19:50:00,1809.0,3301.725,0.0741,134.1,109.66,82.5166,2787.7,4.55
2022-08-02,APDN,2022-08-02 14:47:42,2022-08-02 19:50:00,2080.35,3301.725,0.0644,133.95,77.64,58.7101,2991.25,1.37
2022-08-04,APDN,2022-08-04 15:03:06,2022-08-04 19:50:00,4190.7495,6014.925,0.0357,149.56,64.1,43.5286,3054.36,1.25
2022-08-09,MTC,2022-08-09 14:47:17,2022-08-09 19:50:00,25.0044,23.2984,6.1076,152.72,-11.42,-6.8228,3041.94,1.91
2022-08-10,BCAB,2022-08-10 14:25:56,2022-08-10 19:50:00,272.355,352.4417,0.5585,152.1,43.72,29.4053,3083.66,4.17
2022-08-10,ARTL,2022-08-10 15:06:46,2022-08-10 19:50:00,67.8393,72.1593,2.2413,152.05,8.68,6.368,3092.34,2.55
2022-08-11,HSCS,2022-08-11 13:56:19,2022-08-11 19:50:00,328.635,317.6439,0.4705,154.62,-6.17,-3.3445,3085.17,1.07
2022-08-12,IMV,2022-08-12 14:35:57,2022-08-12 19:50:00,6.1305,7.7296,25.1625,154.26,39.24,26.0848,3123.41,14.92
2022-08-16,BBBY,2022-08-16 14:36:41,2022-08-16 19:50:00,17.9529,18.0004,8.6989,156.17,-0.59,0.2644,3121.82,2.77
2022-08-19,GCT,2022-08-19 15:10:09,2022-08-19 19:50:00,43.1546,54.5633,3.617,156.09,40.27,26.4367,3159.09,2.45
2022-08-19,GCT,2022-08-19 15:18:44,2022-08-19 19:50:00,48.7927,54.5633,3.198,156.04,17.45,11.8266,3176.54,2.92
2022-08-19,GCT,2022-08-19 15:57:25,2022-08-19 19:50:00,48.8532,54.5633,3.1931,155.99,17.23,11.6883,3193.77,1.74
2022-09-01,PIXY,2022-09-01 14:44:07,2022-09-01 19:50:00,10951.686,7666.785,0.0146,159.69,-48.9,-29.9945,3143.88,3.04
2022-09-14,HKD,2022-09-14 15:46:06,2022-09-14 19:50:00,60.907,214.4625,2.5751,156.84,394.43,252.1146,6467.77,1.18
2022-09-14,HKD,2022-09-14 14:46:55,2022-09-14 19:50:00,71.8575,214.4625,2.1841,156.94,310.46,198.4553,5682.4,47.75
2022-09-14,HKD,2022-09-14 14:38:01,2022-09-14 19:50:00,70.35,214.4625,2.2316,156.99,320.6,204.8507,5371.94,3.77
2022-09-14,HKD,2022-09-14 15:03:38,2022-09-14 19:50:00,61.3077,214.4625,2.5591,156.89,390.94,249.8132,6073.34,1.67
2022-09-14,HKD,2022-09-14 14:23:41,2022-09-14 19:50:00,51.7474,214.4625,3.0358,157.09,492.97,314.4407,4644.62,4.1
2022-09-14,HKD,2022-09-14 14:18:08,2022-09-14 19:50:00,51.3671,214.4625,3.0592,157.14,497.95,317.5098,4151.66,1.37
2022-09-14,HKD,2022-09-14 14:32:31,2022-09-14 19:50:00,59.6367,214.4625,2.6333,157.04,406.71,259.615,5051.33,4.81
2022-09-14,HKD,2022-09-14 14:00:37,2022-09-14 19:50:00,49.8681,214.4625,3.1522,157.19,517.83,330.0595,3653.71,1.75
2022-09-15,HKD,2022-09-15 14:05:42,2022-09-15 19:50:00,320.2705,116.7075,1.0097,323.39,-206.54,-63.5597,6259.22,1.12
2022-09-15,HKD,2022-09-15 15:29:52,2022-09-15 19:50:00,341.7,116.7075,0.9463,323.34,-213.9,-65.845,6045.32,1.48
2022-09-27,R,2022-09-27 14:51:19,2022-09-27 19:50:00,68.6666,75.7601,4.4019,302.27,30.23,10.3303,6074.55,1.06
2022-09-28,PEPG,2022-09-28 14:50:55,2022-09-28 19:50:00,8.2008,10.5,37.0363,303.73,84.15,28.0361,6157.7,9.58
2022-10-05,CNTQ,2022-10-05 14:56:51,2022-10-05 19:50:00,13.8388,22.8926,22.2479,307.88,200.43,65.4229,6357.13,1.77
2022-10-14,GEHI,2022-10-14 14:12:28,2022-10-14 19:50:00,11.5575,8.9775,27.5022,317.86,-71.96,-22.3232,6284.17,1.22
2022-10-25,DUO,2022-10-25 14:54:32,2022-10-25 19:50:00,209.241,340.1395,1.5017,314.21,195.56,62.5587,6478.74,1.06
2022-10-28,BHSE,2022-10-28 15:44:03,2022-10-28 19:50:00,17.9091,11.9401,18.0878,323.94,-108.97,-33.3296,6368.77,3.34
2022-11-03,HUDI,2022-11-03 15:33:31,2022-11-03 19:50:00,56.893,87.1516,5.5971,318.44,168.36,53.1849,6535.13,4.0
2022-11-03,HUDI,2022-11-03 15:44:03,2022-11-03 19:50:00,48.6102,87.1516,6.5498,318.39,251.44,79.2864,6786.57,1.75
2022-11-11,PIXY,2022-11-11 15:54:34,2022-11-11 20:50:00,4401.297,6176.52,0.0771,339.33,135.87,40.3341,6921.43,3.06
2022-12-09,AMAM,2022-12-09 14:43:43,2022-12-09 20:50:00,1.407,4.439,245.9643,346.07,744.53,215.4922,7662.73,1.93
2022-12-09,AMAM,2022-12-09 15:02:28,2022-12-09 20:50:00,1.819,4.439,190.2148,346.01,497.35,144.0271,8160.08,1.62
2022-12-09,AMAM,2022-12-09 15:30:26,2022-12-09 20:50:00,2.613,4.439,132.3996,345.96,240.76,69.8804,8400.84,1.52
2022-12-15,LANV,2022-12-15 15:47:45,2022-12-15 20:50:00,15.5775,7.3516,26.9647,420.04,-222.81,-52.8065,8177.03,2.4
2022-12-21,SINT,2022-12-21 15:14:07,2022-12-21 20:50:00,2627.07,2384.025,0.1556,408.85,-38.83,-9.2516,8137.2,2.38
2023-01-03,JSPR,2023-01-03 14:56:00,2023-01-03 20:50:00,21.6075,28.4687,18.8296,406.86,128.19,31.7536,8262.4,2.13
2023-01-03,JSPR,2023-01-03 15:16:37,2023-01-03 20:50:00,18.09,28.4687,22.4881,406.81,232.4,57.3723,8494.79,7.76
2023-01-03,NUZE,2023-01-03 15:59:13,2023-01-03 20:50:00,10.3869,9.5511,39.161,406.76,-33.73,-8.0468,8461.06,34.51
2023-01-19,GNS,2023-01-19 15:25:34,2023-01-19 20:50:00,10.6028,20.6483,39.9003,423.05,399.82,94.7443,8859.88,2.7
2023-01-20,COSM,2023-01-20 14:59:11,2023-01-20 20:50:00,3.7135,5.2979,119.2937,442.99,188.01,42.6675,9046.9,2.23
2023-01-24,GNS,2023-01-24 15:10:18,2023-01-24 20:50:00,52.059,44.8865,8.6891,452.34,-63.32,-13.7776,8982.57,1.89
2023-02-03,KAL,2023-02-03 15:58:56,2023-02-03 20:50:00,6.834,7.9412,65.7197,449.13,71.76,16.2013,9053.34,10.51
2023-02-06,SNES,2023-02-06 15:01:43,2023-02-06 20:50:00,642.798,575.757,0.7042,452.67,-48.21,-10.4296,9004.13,21.54
2023-02-16,LUNR,2023-02-16 15:20:18,2023-02-16 20:50:00,17.0548,41.8949,26.3976,450.21,654.72,145.648,9657.84,1.23
2023-02-23,AMAM,2023-02-23 15:15:58,2023-02-23 20:50:00,5.8893,6.4342,81.9948,482.89,43.68,9.2519,9700.52,4.12
2023-03-06,GNLX,2023-03-06 15:48:34,2023-03-06 20:50:00,19.8839,30.1544,24.3929,485.03,249.53,51.6523,9949.05,1.94
2023-03-14,AMBI,2023-03-14 14:06:43,2023-03-14 19:50:00,8.3415,13.8353,59.6358,497.45,326.63,65.8614,10274.68,20.0
2023-03-16,AUVIP,2023-03-16 15:37:29,2023-03-16 19:50:00,19.6176,22.3141,26.1874,513.73,69.61,13.7452,10343.29,8.5
2023-03-22,BAOS,2023-03-22 14:01:39,2023-03-22 19:50:00,4.9747,3.3516,103.9579,517.16,-169.74,-32.6278,10171.55,3.62
2023-03-22,ZURA,2023-03-22 15:47:22,2023-03-22 19:50:00,15.3262,30.8327,33.7404,517.11,522.2,101.1759,10693.75,2.6
2023-04-13,PKST,2023-04-13 15:48:23,2023-04-13 19:50:00,14.3815,10.8029,37.1787,534.69,-134.05,-24.8834,10558.7,1.93
2023-04-14,CNSP,2023-04-14 15:53:20,2023-04-14 19:50:00,47938.5,84388.5,0.011,527.78,400.3,76.0349,14481.24,10.39
2023-04-14,CNSP,2023-04-14 15:42:05,2023-04-14 19:50:00,36029.25,84388.5,0.0147,527.83,707.47,134.2222,14080.93,51.68
2023-04-14,CNSP,2023-04-14 15:18:54,2023-04-14 19:50:00,21711.015,84388.5,0.0243,527.93,1523.09,288.6898,12077.79,8.03
2023-04-14,CNSP,2023-04-14 15:31:09,2023-04-14 19:50:00,24415.47,84388.5,0.0216,527.88,1295.67,245.6354,13373.46,1.59
2023-04-25,CNTG,2023-04-25 13:54:49,2023-04-25 19:50:00,1.2864,1.586,562.859,724.06,165.83,23.2917,14644.25,1.61
2023-05-01,BAOS,2023-05-01 14:13:07,2023-05-01 19:50:00,4.824,13.7655,151.7854,732.21,1356.19,185.3545,15983.92,5.45
2023-05-01,BAOS,2023-05-01 14:24:23,2023-05-01 19:50:00,4.9144,13.7655,148.9816,732.16,1317.64,180.1026,17301.57,1.42
2023-05-01,BAOS,2023-05-01 14:33:52,2023-05-01 19:50:00,4.824,13.7655,151.7646,732.11,1356.0,185.3545,18657.57,2.66
2023-05-01,BNSO,2023-05-01 15:07:53,2023-05-01 19:50:00,3.7486,3.9601,195.287,732.06,40.29,5.64,18697.86,7.05
2023-05-01,BAOS,2023-05-01 15:11:03,2023-05-01 19:50:00,4.6984,13.7655,155.8012,732.01,1411.67,192.9843,20109.53,1.34
2023-05-01,UTME,2023-05-01 15:25:26,2023-05-01 19:50:00,1.0854,2.1546,674.3713,731.96,717.67,98.5075,20827.19,9.83
2023-05-01,BAOS,2023-05-01 15:25:42,2023-05-01 19:50:00,4.4485,13.7655,164.5024,731.79,1531.66,209.4392,22358.86,2.9
2023-05-01,UTME,2023-05-01 15:28:41,2023-05-01 19:50:00,1.216,2.1546,601.7385,731.74,561.75,77.1802,22920.61,1.32
2023-05-01,UTME,2023-05-01 15:34:20,2023-05-01 19:50:00,1.1658,2.1546,627.5464,731.59,617.38,84.8173,23537.99,1.96
2023-05-01,BAOS,2023-05-01 15:35:08,2023-05-01 19:50:00,4.432,13.7655,165.0335,731.44,1539.33,210.5899,25077.32,1.37
2023-05-03,KRBP,2023-05-03 15:12:15,2023-05-03 19:50:00,6.3566,5.3167,197.2534,1253.87,-206.13,-16.3601,24870.19,2.88
2023-05-08,OMH,2023-05-08 15:15:10,2023-05-08 19:50:00,69.8475,265.335,17.8003,1243.31,3478.74,279.8776,34727.87,22.99
2023-05-08,TRVN,2023-05-08 14:23:22,2023-05-08 19:50:00,44.7727,73.0669,27.7705,1243.36,784.74,63.195,31249.13,4.47
2023-05-08,TRVN,2023-05-08 13:52:47,2023-05-08 19:50:00,29.8987,73.0669,41.589,1243.46,1794.32,144.381,29405.61,1.47
2023-05-08,TRVN,2023-05-08 13:58:53,2023-05-08 19:50:00,39.4462,73.0669,31.5216,1243.41,1058.78,85.2315,30464.39,1.19
2023-05-08,TRVN,2023-05-08 13:42:16,2023-05-08 19:50:00,22.7683,73.0669,54.6159,1243.51,2746.1,220.9153,27611.29,1.09
2023-05-09,CUEN,2023-05-09 13:57:11,2023-05-09 19:50:00,5.9697,6.9177,290.8678,1736.39,274.28,15.8796,34999.7,11.02
2023-05-09,SFWL,2023-05-09 14:46:48,2023-05-09 19:50:00,10.261,9.4763,169.2147,1736.32,-133.8,-7.6483,34865.9,10.21
2023-05-11,IZM,2023-05-11 14:18:56,2023-05-11 19:50:00,3.3064,2.5686,527.2406,1743.29,-391.68,-22.3166,34471.58,1.11
2023-05-15,ELOX,2023-05-15 15:45:41,2023-05-15 19:50:00,4.0903,10.4339,421.3769,1723.58,2670.9,155.0845,37140.37,5.86
2023-05-16,CYCN,2023-05-16 14:24:27,2023-05-16 19:50:00,4.3516,5.2668,426.7389,1857.02,388.4,21.03,37526.63,1.08
2023-05-18,PHIO,2023-05-18 13:57:55,2023-05-18 19:50:00,32.562,43.0471,57.6234,1876.33,603.19,32.2005,38128.82,1.91
2023-05-25,SDA,2023-05-25 15:45:04,2023-05-25 19:50:00,10.6128,14.5934,179.6313,1906.39,714.04,37.5078,39569.91,1.64
2023-05-25,SDA,2023-05-25 15:24:41,2023-05-25 19:50:00,10.5525,14.5934,180.6625,1906.44,729.04,38.2935,38855.86,2.08
2023-06-09,AHI,2023-06-09 15:01:17,2023-06-09 19:50:00,4.1406,8.778,477.8282,1978.5,2213.49,111.9983,41776.03,2.02
2023-06-09,AHI,2023-06-09 15:12:09,2023-06-09 19:50:00,5.2264,8.778,378.535,1978.38,1342.51,67.9549,43118.54,2.31
2023-06-09,AHI,2023-06-09 15:20:12,2023-06-09 19:50:00,6.03,8.778,328.0732,1978.28,899.9,45.5721,44018.45,2.28
2023-06-09,AHI,2023-06-09 15:34:55,2023-06-09 19:50:00,6.834,8.778,289.4643,1978.2,561.27,28.446,44579.72,2.04
2023-07-10,GLTA.U,2023-07-10 15:25:45,2023-07-10 19:50:00,14.7132,13.3665,151.4957,2228.99,-205.02,-9.153,44373.7,4.7
